,username,date,title,replies,views,text,Year

76,Werthead,2006-12-03,Anticipated 2007 Releases,25,7000,"Certainly that time of year again. I've just been copying and pasting this list across six or seven forums now...The books coming out in 2007 that I plan to read in the same year are:1. A Dance with Dragons by George RR MartinBook 5 of A Song of Ice and FireETA: Late 2007 (touch wood)Unfortunately delayed from this year, the fifth volume in the fantasy epic brings back all the characters missing from the fourth book, introduces some new ones (for the last time) and, generally, unleashes hell on the Seven Kingdoms.2. Red Seas Under Red Skies by Scott LynchBook 2 of The Gentleman BastardETA: 21 June 2007The Lies of Locke Lamora was the big fantasy debut of 2006 and the already-finished sequel is sparking a lot of pre-publicity hype eight months before publication.3. The Aspect-Emperor: Book One by R. Scott BakkerBook 1 of The Aspect-Emperor (duh)ETA: Very Late 2007 (US/Canada), May 2008 (UK)The second of the three series that together tell the story of The Second Apocalypse starts in late 2007. Apparently this is to the earlier Prince of Nothing Trilogy what Lord of the Rings is to The Hobbit.4. Reaper's Gale by Steven EriksonBook 7 of The Malazan Book of the FallenETA: 2 April 2007 (UK/Canada), June 2008 (USA)The sixth book in this series, The Bonehunters, was somewhat of a disappointment, but Book 7 will hopefully put the series back on track.5. Ysabel by Guy Gavriel KayETA: 5 March 2007Kay's first urban fantasy has already attracted some fantastic reviews. The film adaption of his novel The Lions of Al-Rassan (by the guy who did The Last Samurai and Glory) may also surface, but probably not until the end of 2008.6. The Dreaming Void by Peter F. HamiltonBook 1 of The Void TrilogyETA: September 2007The sequel trilogy to PFH's Commonwealth Saga, picking up 1,200 years after the events of Judas Unchained.7. The Children of Hurin by JRR TolkienETA: 16 April 2007Several different drafts of this story - told in brief form in The Silmarillion - have been combined to give us a huge new Middle-earth tale. One of the highest-profile releases of 2007.8. The Prefect by Alastair ReynoldsETA: 19 April 2007A new stand-alone SF novel in the same universe as his earlier Revelation Space Trilogy.9. Storm of the Dead by Paul KearneyBook 3 of The Sea-BeggarsETA: Late 2007Kearney's excellent nautical epic fantasy continues to its penultimate volume. Hopefully Kearney's earlier, superb Monarchies of God series may be reprinted as well, but probably not until 2008.10. A Sword from Red Ice by JV JonesBook 3 of Sword of ShadowsETA: December 2007The much-delayed penultimate volume of Jones' Sword of Shadows Quartet (itself a sequel series to her earlier Book of Words Trilogy) was finished some months ago, but publishing problems will keep it off the shelves until late next year.Night of Knives by Ian Cameron Esslemont, Making Money by Terry Pratchett and The Sworn Sword by George RR Martin all just fail to make the grade, NoK and TSS because they have been already published in different forms and MM because, well, I'm a bit behind on Pratchett and probably won't catch up before it comes out.The Born Queen by Greg Keyes, the conclusion to his Kingdoms of Thorn and Bone sequence, looks promising for a late 2007 release. I'm looking forward to this coming out as I can then go and read Book 1!Ink by Hal Duncan is also out in 2007. Again, I'm waiting for this so I can go back and read Vellum.Shadowplay by Tad Williams, the sequel to Shadowmarch is out in February 2007, but I'm waiting for the third book to come out before going back and starting on the series from the start.Early hopes for 2008 are Neuropath by R. Scott Bakker, A Memory of Light by Robert Jordan (the long-awaited end to WoT, although this could slide to 2009), Toll the Hounds by Steven Erikson, Return of the Crimson Guard by Ian Cameron Esslemont and The Republic of Thieves by Scott Lynch.Of course, there are many more books released pre-2007 that I'm planning to read in 2007:The Confusion and The System of the World by Neal StephensonHarry Potter and the Half-Blood Prince by JK RowlingGridlinked by Neal AsherWoken Furies by Richard MorganThe Affirmation and The Glamour by Christopher PriestIn the Ruins and Crown of Stars by Kate ElliottStardust, Coraline and Smoke and Mirrors by Neil Gaiman",2006

77,msmosser,2007-01-17,A Song of Fire & Ice HBO SHOW,12,4000,"HBO has acquired the rights to turn George R.R. Martin's bestselling fantasy series ""A Song of Fire & Ice"" into a dramatic series to be written and exec produced by David Benioff and D.B. Weiss.

""Fire"" is the first TV project for Benioff (""Troy"") and Weiss (""Halo"") and will shoot in Europe or New Zealand. Benioff and Weiss will write every episode of each season together save one, which the author (a former TV writer) will script.

The series will begin with the 1996 first book, ""A Game of Thrones,"" and the intention is for each novel (they average 1,000 pages each) to fuel a season's worth of episodes. Martin has nearly finished the fifth installment, but won't complete the seven-book cycle until 2011.

The author will co-exec produce the series along with Management 360's Guymon Casady and Created By's Vince Gerardis.

Martin's series has drawn comparisons to J.R.R. Tolkien, because both are period epics set in imagined lands. But Martin has eschewed Tolkien's good-vs.-evil theme in favor of flawed characters from seven noble families.

The book has a decidedly adult bent, with sex and violence comparable to series like ""Rome"" and ""Deadwood.""

""They tried for 50 years to make 'Lord of the Rings' as one movie before Peter Jackson found success making three,"" Martin said. ""My books are bigger and more complicated, and would require 18 movies. Otherwise, you'd have to choose one or two characters.""

Aside from writing the most recent draft of ""Halo,"" Weiss recently adapted the William Gibson novel ""Pattern Recognition"" for WB and director Peter Weir.

Benioff and Weiss were repped by CAA and Management 360.",2007

78,Stevenator,2006-09-12,"My Top 101 Authors, comments requested",90,6000,"Now, I haven’t read all of these authors, but I have done extensive research for the “grandmasters” and “classics” of sci-fi and fantasy and feel the necessity to include them (when I finally do read them, if they are as dry as dust I will immediately blast them of this list). I’m kind of looking at these “unknowns” as a way to collect authors for my “to read” list, so eventually I will be able to boast a Top 101 that I have completely read.  

If you could post your comments (recommending authors to be shifted up or down or quality authors that missed the list) it would be much appreciated. 

I really got serious and cut all my favorites not back up with superior literary talent (exceptions being Leiber (6/10), Dick (5/10), Martin (5/10)). Of all I have read, the top 24 I truly consider the Grand Masters of Speculative Fiction. The “work” included next to each author is displayed because, (1) I considerate it their best work, (2) I have read it, or (3) it is widely held with the highest regard. The work is not necessarily the sole determinant for the ranking of each author, so there is no comparison being drawn between individual works.  

In my eyes the four chief ways in which books may please us are language use, plot, setting, and characterization. This is how I set about rating each author, with historical and social importance having minimal effect. 

I left Author #1 symbolically anonymous because there is no legitimate way to determine who is the greatest speculative fiction author of all time. He/she may be among us, lost in history, or yet to write a single word. 

Here’s the general order I have compiled, from # 2 (Vance) to # 101 (Martin):

1. ?
2. Jack Vance – Demon Princes
3. J. R. R. Tolkien – Lord of the Rings
4. Jorge Luis Broges – Collected Fictions 
5. Lord Dunsany – Pegana 
6. Italo Calvino – Qfwfq Dou
7. Mervyn Peake – Gormenghast 
8. R. A. Lafferty – The Argo Mythos
9. Lewis Carroll – Alice Dou
10. Branch Cabell – The Biography of Manuel
11. Ernest Bramah – Kai Lung
12. E. R. Eddison – Zimiamvia
13. L. Frank Baum – The Original ""Oz"" Series
14. Franz Kafka – The Trial
15. Thomas Pynchon – Gravity's Rainbow
16. Jonathan Carroll – Rondua Sextet
17. Gabriel García Márquez – One Hundred Years of Solitude
18. Carlos Fuentes – Aura
19. Avram Davidson – The Enquiries of Doctor Eszterhazy 
20. Gene Wolfe – The Briah Cycle
21. M. John Harrison – Viriconium
22. Vladimir Nabokov – Pale Fire
23. Umberto Eco – Baudolino
24. Jeffrey Ford – Cley
25. George MacDonald – Lilith
26. Arthur Machen – The Hill of Dreams
27. William Hope Hodgson – The Night Land
28. William Morris – The Wood Beyond the World
29. Tanith Lee – Paradys
30. Cordwainer Smith – The Instrumentality of Man
31. Terry Pratchett – Discworld 
32. Edward Whittemore – Jerusalem Quartet
33. Peter S. Beagle – A Fine and Private Place
34. James Blaylock – Twombley Town
35. Steven Millhauser – Martin Dressler
36. A. A. Milne – The World of Winnie-the-Pooh
37. Charles G. Finney – The Circus of Dr. Lao 
38. John Bellairs – The Face in the Frost
39. Magnus Mills – Three to See the King
40. Brian W. Aldiss – Report on Probability A 
41. Russell Hoban – The Lion of Boaz-Jachin and Jachin-Boaz
42. Matt Ruff – The Fool on the Hill
43. Salman Rushdie – Midnight’s Children
44. G. K. Chesterton – The Man Who Was Thrusday
45. John Crowley – Aegpyt 
46. Patricia McKillip – Riddlemaster Trilogy 
47. Angela Carter – Nights at the Circus
48. Michael Chabon – The Amazing Adventures of Kavalier and Clay
49. John Gardner – Grendel
50. Flann O'Brien  – At Swim-Two-Birds
51. Virginia Woolf – Orlando
52. Tim Powers  – The Anubis Gates
53. Brian Stableford – Dies Irae Trilogy
54. Alan Lightman – Einstein’s Dreams
55. Walter Wangerin Jr. – The Books of Parable Duo
56. Steven Bauer – Satyrday 
57. Kenneth Grahame – The Wind in the Willows
58. Hope Mirrlees – Lud-In-The-Mist
59. Grahame Wright – Jog Rummage
60. Christopher Priest – The Prestige 
61. Iain M. Banks – Use of Weapons
62. Neal Barrett – The Hereafter Gang
63. C. J. Cherryh – Chanur Pentalogy
64. E. T. A. Hoffmann – The Life and Opinions of the Tomcat Murr
65. Ruth Plumly Thompson – The Oz Books 
66. Jack Cady – The Night We Buried Road Dog
67. Ursula K. Le Guin – The Left Hand of Darkness
68. Patricia Anthony – Brother Termite
69. Phyllis Eisenstein – Cray Ormoru Trio
70. Ben Okri – The Famished Road
71. Douglas Adams  – Hitchhiker’s Guide to the Galaxy
72. John Brunner – The Complete Traveller in Black
73. Stephen King – Dark Tower
74. Kate Wilhelm – Let the Fire Fall
75. P. C. Hodgell – Kencyrath Chronicles
76. Glen Cook – Black Company Saga
